id,sigla,iata,nombre,municipio,departamento,id_categoriaaeropuerto,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio,year,fecha_inicio,fecha_fin,vigente
416,9LR,9LR,LOS REMANSOS,Cimitarra,Santander,A,6.5729,-74.2195,NELLY VALENCIA,AEROPENORT LTDA.,107,0,3000,357," 4373,000",2009-08-21,2012-10-08,1A,Público,0,68,68190,2016,2016-01-01,2100-12-31,S
417,9LS,9LS,SAN LUIS,La Esperanza,Norte de Santander,A,7.6382,-73.4381,CRIAGAN S.A.,AEROPENORT LTDA.,759,12,2000,308," 7389,000",2012-12-28,2016-02-12,1A,Público,0,54,54385,2014,2009-01-01,2014-12-31,N
418,9LS,9LS,SAN LUIS,La Esperanza,Norte de Santander,A,7.6382,-73.4381,CRIAGAN S.A.,AEROPENORT LTDA.,684,13,2000,308," 7389,000",2012-12-28,2016-02-12,1A,Aerocivil,0,54,54385,2015,2015-01-01,2015-12-31,N
419,9LS,9LS,SAN LUIS,La Esperanza,Norte de Santander,A,7.6382,-73.4381,CRIAGAN S.A.,AEROPENORT LTDA.,562,20,2000,308," 7389,000",2012-12-28,2016-02-12,1A,Aerocivil,0,54,54385,2016,2016-01-01,2100-12-31,S
420,9LT,9LT,LOS GAVANES (LA MATA),Arauca,Arauca,A,7.0093,-70.7743,FUMIGAR,FUMIVILLA,729,18,3000,416," 2141,000",2013-05-16,,1A,Público,0,81,81001,2014,2009-01-01,2014-12-31,N
421,9LT,9LT,LOS GAVANES (LA MATA),Arauca,Arauca,A,7.0093,-70.7743,FUMIGAR,FUMIVILLA,422,34,3000,416," 2141,000",2013-05-16,,1A,Aerocivil,0,81,81001,2015,2015-01-01,2015-12-31,N
422,9LT,9LT,LOS GAVANES (LA MATA),Arauca,Arauca,A,7.0093,-70.7743,FUMIGAR,FUMIVILLA,89,61,3000,416," 2141,000",2013-05-16,,1A,Fumigación,0,81,81001,2016,2016-01-01,2100-12-31,S
423,9LU,9LU,EL RODEO,Tauramena,Casanare,A,4.5772,-72.6914,JEREMIAS VACA RIAÑO,ASAM LTDA.,1402,3,2000,746," 6069,000",2012-10-25,,1A,Aerocivil,0,85,85410,2014,2009-01-01,2014-12-31,N
424,9LU,9LU,EL RODEO,Tauramena,Casanare,A,4.5772,-72.6914,JEREMIAS VACA RIAÑO,ASAM LTDA.,2100,3,2000,746," 6069,000",2012-10-25,,1A,Público,0,85,85410,2015,2015-01-01,2015-12-31,N
425,9LU,9LU,EL RODEO,Tauramena,Casanare,A,4.5772,-72.6914,JEREMIAS VACA RIAÑO,ASAM LTDA.,3940,1,2000,746," 6069,000",2012-10-25,,1A,Público,0,85,85410,2016,2016-01-01,2100-12-31,S
426,9LW,9LW,EL PALMAR,Nunchía,Casanare,A,5.396,-71.9116,MAURICIO MEDINA NIÑO,FIBA S.A.,962,17,3000,629,"  472,000",2013-02-13,,1A,Privado,8,85,85225,2014,2009-01-01,2014-12-31,N
427,9LW,9LW,EL PALMAR,Nunchía,Casanare,A,5.396,-71.9116,MAURICIO MEDINA NIÑO,FIBA S.A.,1451,30,3000,629,"  472,000",2013-02-13,,1A,Público,12,85,85225,2015,2015-01-01,2015-12-31,N
428,9LW,9LW,EL PALMAR,Nunchía,Casanare,A,5.396,-71.9116,MAURICIO MEDINA NIÑO,FIBA S.A.,1851,58,3000,629,"  472,000",2013-02-13,,1A,Privado,19,85,85225,2016,2016-01-01,2100-12-31,S
429,9LX,9LX,LA GAITANA,Cabuyaro,Meta,A,4.2253,-73.0298,P.VICENTE PERALES,FACOL LTDA.,737,18,4500,627," 1844,000",2013-04-26,,1A,Público,0,50,50124,2014,2009-01-01,2014-12-31,N
430,9LX,9LX,LA GAITANA,Cabuyaro,Meta,A,4.2253,-73.0298,P.VICENTE PERALES,FACOL LTDA.,52,35,4500,627," 1844,000",2013-04-26,,1A,Privado,0,50,50124,2015,2015-01-01,2015-12-31,N
431,9LX,9LX,LA GAITANA,Cabuyaro,Meta,A,4.2253,-73.0298,P.VICENTE PERALES,FACOL LTDA.,1,40,4500,627," 1844,000",2013-04-26,,1A,Fumigación,0,50,50124,2016,2016-01-01,2100-12-31,S
432,9LY,9LY,SAN ISIDRO II,Cumaral,Meta,A,4.1585,-73.3408,MARIA A PACHE OCHOA,MARIA A. PACHECO O.,726,12,2000,175," 4730,000",2013-09-06,,1A,Fumigación,0,50,50226,2014,2009-01-01,2014-12-31,N
433,9LY,9LY,SAN ISIDRO II,Cumaral,Meta,A,4.1585,-73.3408,MARIA A PACHE OCHOA,MARIA A. PACHECO O.,256,15,2000,175," 4730,000",2013-09-06,,1A,Privado,0,50,50226,2015,2015-01-01,2015-12-31,N
434,9LY,9LY,SAN ISIDRO II,Cumaral,Meta,A,4.1585,-73.3408,MARIA A PACHE OCHOA,MARIA A. PACHECO O.,76,22,2000,175," 4730,000",2013-09-06,,1A,Aerocivil,0,50,50226,2016,2016-01-01,2100-12-31,S
435,9LZ,9LZ,GABRIELAS,Jamundí,Valle del Cauca,A,3.1797,-76.5507,HAROLD BENAVIDEZ,FIBA S.A.,55,22,3000,3215," 1129,000",2015-05-14,2018-07-06,1A,Aerocivil,0,76,76364,2015,2009-01-01,2015-12-31,N
436,9LZ,9LZ,GABRIELAS,Jamundí,Valle del Cauca,A,3.1797,-76.5507,HAROLD BENAVIDEZ,FIBA S.A.,46,36,3000,3215," 1129,000",2015-05-14,2018-07-06,1A,Privado,0,76,76364,2016,2016-01-01,2100-12-31,S
437,9MA,9MA,EL DELIRIO,Arauca,Arauca,A,6.9831,-70.882,CARMEN A. CABEZAS PEREZ,FUMIVILLA,1158,3,3000,430," 5180,000",2011-09-20,2014-10-11,1A,Privado,0,81,81001,2014,2009-01-01,2014-12-31,N
438,9MA,9MA,EL DELIRIO,Arauca,Arauca,A,6.9831,-70.882,CARMEN A. CABEZAS PEREZ,FUMIVILLA,1544,0,3000,430," 5180,000",2011-09-20,2014-10-11,1A,Privado,0,81,81001,2015,2015-01-01,2015-12-31,N
439,9MA,9MA,EL DELIRIO,Arauca,Arauca,A,6.9831,-70.882,CARMEN A. CABEZAS PEREZ,FUMIVILLA,2474,0,3000,430," 5180,000",2011-09-20,2014-10-11,1A,Fumigación,0,81,81001,2016,2016-01-01,2100-12-31,S
440,9MB,9MB,EL TRIANGULO,Fundación,Magdalena,A,10.318,-74.0252,GANADERIA EL TRIANGULO,GANADERIA EL TRIANGULO,816,23,2000,196,"  172,000",2015-01-27,,1A,Aerocivil,0,47,47288,2015,2009-01-01,2015-12-31,N
441,9MB,9MB,EL TRIANGULO,Fundación,Magdalena,A,10.318,-74.0252,GANADERIA EL TRIANGULO,GANADERIA EL TRIANGULO,1248,31,2000,196,"  172,000",2015-01-27,,1A,Privado,0,47,47288,2016,2016-01-01,2100-12-31,S
442,9MC,9MC,LA MONICA,Tauramena,Casanare,A,4.6856,-72.6005,MAURICIO TORRES CUBIDES,ASAM LTDA.,1530,10,2000,554," 4896,000",2011-09-06,,1A,Público,0,85,85410,2014,2009-01-01,2014-12-31,N
443,9MC,9MC,LA MONICA,Tauramena,Casanare,A,4.6856,-72.6005,MAURICIO TORRES CUBIDES,ASAM LTDA.,2529,16,2000,554," 4896,000",2011-09-06,,1A,Fumigación,0,85,85410,2015,2015-01-01,2015-12-31,N
444,9MC,9MC,LA MONICA,Tauramena,Casanare,A,4.6856,-72.6005,MAURICIO TORRES CUBIDES,ASAM LTDA.,3163,21,2000,554," 4896,000",2011-09-06,,1A,Aerocivil,0,85,85410,2016,2016-01-01,2100-12-31,S
445,9MD,9MD,LA ABEJITA,Monterrey,Casanare,A,5.0095,-72.3234,JOSE A. VARGAS P.,AGIL LTDA.,441,12,2000,682," 5479,000",2011-09-30,2014-11-09,1A,Aerocivil,0,85,85162,2014,2009-01-01,2014-12-31,N
446,9MD,9MD,LA ABEJITA,Monterrey,Casanare,A,5.0095,-72.3234,JOSE A. VARGAS P.,AGIL LTDA.,207,23,2000,682," 5479,000",2011-09-30,2014-11-09,1A,Privado,0,85,85162,2015,2015-01-01,2015-12-31,N
447,9MD,9MD,LA ABEJITA,Monterrey,Casanare,A,5.0095,-72.3234,JOSE A. VARGAS P.,AGIL LTDA.,0,29,2000,682," 5479,000",2011-09-30,2014-11-09,1A,Aerocivil,0,85,85162,2016,2016-01-01,2100-12-31,S
448,9ME,9ME,CACHIMBALITO - CA,Santander de Quilichao,Cauca,A,3.1653,-76.4738,INCAUCA,INCAUCA.S.A. - ASOCAÑA,439,16,500,3241," 2956,000",2013-06-20,2015-08-05,1A,Fumigación,0,19,19698,2014,2009-01-01,2014-12-31,N
449,9ME,9ME,CACHIMBALITO - CA,Santander de Quilichao,Cauca,A,3.1653,-76.4738,INCAUCA,INCAUCA.S.A. - ASOCAÑA,540,29,500,3241," 2956,000",2013-06-20,2015-08-05,1A,Privado,0,19,19698,2015,2015-01-01,2015-12-31,N
450,9ME,9ME,CACHIMBALITO - CA,Santander de Quilichao,Cauca,A,3.1653,-76.4738,INCAUCA,INCAUCA.S.A. - ASOCAÑA,542,54,500,3241," 2956,000",2013-06-20,2015-08-05,1A,Privado,0,19,19698,2016,2016-01-01,2100-12-31,S
451,9MG,9MG,MADREVIEJA,Nunchía,Casanare,A,5.4623,-71.9584,CELMIRA BARRAGAN F.,CELMIRA BARRAGAN F.,544,5,2000,640," 4509,000",2012-08-16,,1A,Público,0,85,85225,2014,2009-01-01,2014-12-31,N
452,9MG,9MG,MADREVIEJA,Nunchía,Casanare,A,5.4623,-71.9584,CELMIRA BARRAGAN F.,CELMIRA BARRAGAN F.,89,2,2000,640," 4509,000",2012-08-16,,1A,Aerocivil,0,85,85225,2015,2015-01-01,2015-12-31,N
453,9MG,9MG,MADREVIEJA,Nunchía,Casanare,A,5.4623,-71.9584,CELMIRA BARRAGAN F.,CELMIRA BARRAGAN F.,23,2,2000,640," 4509,000",2012-08-16,,1A,Privado,0,85,85225,2016,2016-01-01,2100-12-31,S
454,9MH,9MH,SAN JUAN,San Martín,Meta,A,3.7017,-73.3774,RODOLFO MENDEZ,MARIA A. PACHECO O.,1068,1,2000,870," 1840,000",2013-04-26,2016-05-03,1A,Aerocivil,0,50,50689,2014,2009-01-01,2014-12-31,N
455,9MH,9MH,SAN JUAN,San Martín,Meta,A,3.7017,-73.3774,RODOLFO MENDEZ,MARIA A. PACHECO O.,1268,0,2000,870," 1840,000",2013-04-26,2016-05-03,1A,Fumigación,0,50,50689,2015,2015-01-01,2015-12-31,N
456,9MH,9MH,SAN JUAN,San Martín,Meta,A,3.7017,-73.3774,RODOLFO MENDEZ,MARIA A. PACHECO O.,2423,0,2000,870," 1840,000",2013-04-26,2016-05-03,1A,Aerocivil,0,50,50689,2016,2016-01-01,2100-12-31,S
457,9MI,9MI,LA FORTUNA,Puerto López,Meta,A,4.1028,-72.978,SAAC S.A.S,SAAC S.A.S,1431,2,3000,690,,2012-04-03,2012-07-03,1A,Privado,0,50,50573,2014,2009-01-01,2014-12-31,N
458,9MI,9MI,LA FORTUNA,Puerto López,Meta,A,4.1028,-72.978,SAAC S.A.S,SAAC S.A.S,2685,1,3000,690,,2012-04-03,2012-07-03,1A,Fumigación,0,50,50573,2015,2015-01-01,2015-12-31,N
459,9MI,9MI,LA FORTUNA,Puerto López,Meta,A,4.1028,-72.978,SAAC S.A.S,SAAC S.A.S,4646,0,3000,690,,2012-04-03,2012-07-03,1A,Privado,0,50,50573,2016,2016-01-01,2100-12-31,S
460,9MJ,9MJ,AGROFORESTAL MATA AZUL,Santa Rosalía,Vichada,A,5.2897,-70.6337,,RIOPAILA CASTILLA S.A.,1489,29,6500,118," 1478,000",2012-03-23,,1A,Público,0,99,99624,2014,2009-01-01,2014-12-31,N
461,9MJ,9MJ,AGROFORESTAL MATA AZUL,Santa Rosalía,Vichada,A,5.2897,-70.6337,,RIOPAILA CASTILLA S.A.,2162,43,6500,118," 1478,000",2012-03-23,,1A,Privado,0,99,99624,2015,2015-01-01,2015-12-31,N
462,9MJ,9MJ,AGROFORESTAL MATA AZUL,Santa Rosalía,Vichada,A,5.2897,-70.6337,,RIOPAILA CASTILLA S.A.,2515,49,6500,118," 1478,000",2012-03-23,,1A,Fumigación,0,99,99624,2016,2016-01-01,2100-12-31,S
463,9MK,9MK,VILLA ISABELLA,Trinidad,Casanare,A,5.2993,-71.3434,RAFAEL QUESADA,TAES LTDA.,1265,3,2000,620," 4313,000",2012-08-08,,1A,Privado,0,85,85430,2014,2009-01-01,2014-12-31,N
464,9MK,9MK,VILLA ISABELLA,Trinidad,Casanare,A,5.2993,-71.3434,RAFAEL QUESADA,TAES LTDA.,1939,2,2000,620," 4313,000",2012-08-08,,1A,Privado,0,85,85430,2015,2015-01-01,2015-12-31,N
465,9MK,9MK,VILLA ISABELLA,Trinidad,Casanare,A,5.2993,-71.3434,RAFAEL QUESADA,TAES LTDA.,2984,1,2000,620," 4313,000",2012-08-08,,1A,Público,0,85,85430,2016,2016-01-01,2100-12-31,S
466,9ML,9ML,MIRADOR,Trinidad,Casanare,A,5.4326,-71.6009,ANGELICA VEGA,TAES LTDA.,914,13,2000,620," 4314,000",2012-08-08,,1A,Fumigación,0,85,85430,2014,2009-01-01,2014-12-31,N
467,9ML,9ML,MIRADOR,Trinidad,Casanare,A,5.4326,-71.6009,ANGELICA VEGA,TAES LTDA.,1666,17,2000,620," 4314,000",2012-08-08,,1A,Público,0,85,85430,2015,2015-01-01,2015-12-31,N
468,9ML,9ML,MIRADOR,Trinidad,Casanare,A,5.4326,-71.6009,ANGELICA VEGA,TAES LTDA.,2129,30,2000,620," 4314,000",2012-08-08,,1A,Fumigación,0,85,85430,2016,2016-01-01,2100-12-31,S
469,9MM,9MM,EL CARIBE,Paz de Ariporo,Casanare,A,5.7198,-71.4963,REGULO GAMA OJEDA,FARO LTDA.,437,0,2000,585," 1684,000",2013-04-18,2016-05-03,1A,Fumigación,0,85,85250,2014,2009-01-01,2014-12-31,N
470,9MM,9MM,EL CARIBE,Paz de Ariporo,Casanare,A,5.7198,-71.4963,REGULO GAMA OJEDA,FARO LTDA.,131,0,2000,585," 1684,000",2013-04-18,2016-05-03,1A,Aerocivil,0,85,85250,2015,2015-01-01,2015-12-31,N
471,9MM,9MM,EL CARIBE,Paz de Ariporo,Casanare,A,5.7198,-71.4963,REGULO GAMA OJEDA,FARO LTDA.,53,0,2000,585," 1684,000",2013-04-18,2016-05-03,1A,Privado,0,85,85250,2016,2016-01-01,2100-12-31,S
472,9MN,9MN,EL PEDRAL BONANZA,Puerto Wilches,Santander,A,7.2417,-73.8151,,AEROPENORT LTDA.,884,0,3000,282,,2012-05-07,2012-08-07,1A,Aerocivil,0,68,68575,2014,2009-01-01,2014-12-31,N
473,9MN,9MN,EL PEDRAL BONANZA,Puerto Wilches,Santander,A,7.2417,-73.8151,,AEROPENORT LTDA.,1146,0,3000,282,,2012-05-07,2012-08-07,1A,Privado,0,68,68575,2015,2015-01-01,2015-12-31,N
474,9MN,9MN,EL PEDRAL BONANZA,Puerto Wilches,Santander,A,7.2417,-73.8151,,AEROPENORT LTDA.,1150,0,3000,282,,2012-05-07,2012-08-07,1A,Público,0,68,68575,2016,2016-01-01,2100-12-31,S
475,9MO,9MO,SAN NICOLAS,Tauramena,Casanare,A,4.4703,-72.4575,CARLOS E. CONTRERAS,ASAM LTDA.,963,19,2000,585," 4510,000",2012-08-16,,1A,Privado,0,85,85410,2014,2009-01-01,2014-12-31,N
476,9MO,9MO,SAN NICOLAS,Tauramena,Casanare,A,4.4703,-72.4575,CARLOS E. CONTRERAS,ASAM LTDA.,1863,22,2000,585," 4510,000",2012-08-16,,1A,Público,0,85,85410,2015,2015-01-01,2015-12-31,N
477,9MO,9MO,SAN NICOLAS,Tauramena,Casanare,A,4.4703,-72.4575,CARLOS E. CONTRERAS,ASAM LTDA.,2268,23,2000,585," 4510,000",2012-08-16,,1A,Aerocivil,0,85,85410,2016,2016-01-01,2100-12-31,S
478,9MP,9MP,LOS LOBOS,Tauramena,Casanare,A,4.4748,-72.7478,AGROVIMART S.A.,AGIL LTDA.,561,13,3000,580," 1685,000",2013-04-18,2016-05-03,1A,Privado,0,85,85410,2014,2009-01-01,2014-12-31,N
479,9MP,9MP,LOS LOBOS,Tauramena,Casanare,A,4.4748,-72.7478,AGROVIMART S.A.,AGIL LTDA.,439,21,3000,580," 1685,000",2013-04-18,2016-05-03,1A,Aerocivil,0,85,85410,2015,2015-01-01,2015-12-31,N
480,9MP,9MP,LOS LOBOS,Tauramena,Casanare,A,4.4748,-72.7478,AGROVIMART S.A.,AGIL LTDA.,299,33,3000,580," 1685,000",2013-04-18,2016-05-03,1A,Privado,0,85,85410,2016,2016-01-01,2100-12-31,S
481,9MQ,9MQ,EL RASTRO,Cumaribo,Vichada,A,4.7022,-70.8617,EL RASTRO 1 S.A.S.,EL RASTRO  1 S.A.S,1025,17,2000,545," 7391,000",2012-12-28,,1A,Público,0,99,99773,2014,2009-01-01,2014-12-31,N
482,9MQ,9MQ,EL RASTRO,Cumaribo,Vichada,A,4.7022,-70.8617,EL RASTRO 1 S.A.S.,EL RASTRO  1 S.A.S,1939,30,2000,545," 7391,000",2012-12-28,,1A,Aerocivil,0,99,99773,2015,2015-01-01,2015-12-31,N
483,9MQ,9MQ,EL RASTRO,Cumaribo,Vichada,A,4.7022,-70.8617,EL RASTRO 1 S.A.S.,EL RASTRO  1 S.A.S,3670,38,2000,545," 7391,000",2012-12-28,,1A,Aerocivil,0,99,99773,2016,2016-01-01,2100-12-31,S
484,9MR,9MR,LOS GANSOS,Cumaribo,Vichada,A,4.6764,-70.9997,LOS GANSOS 1 S.A.S.,LOS GANSOS 1 S.AS.,359,79,2000,544," 7390,000",2012-12-28,,1A,Fumigación,0,99,99773,2014,2009-01-01,2014-12-31,N
485,9MR,9MR,LOS GANSOS,Cumaribo,Vichada,A,4.6764,-70.9997,LOS GANSOS 1 S.A.S.,LOS GANSOS 1 S.AS.,284,113,2000,544," 7390,000",2012-12-28,,1A,Fumigación,0,99,99773,2015,2015-01-01,2015-12-31,N
486,9MR,9MR,LOS GANSOS,Cumaribo,Vichada,A,4.6764,-70.9997,LOS GANSOS 1 S.A.S.,LOS GANSOS 1 S.AS.,214,147,2000,544," 7390,000",2012-12-28,,1A,Fumigación,0,99,99773,2016,2016-01-01,2100-12-31,S
487,9MS,9MS,BETANIA,Trinidad,Casanare,A,5.5319,-71.6812,DIOSELINO ACOSTA,SAO E.U.,778,5,2000,2030," 1216,000",2013-03-20,,1A,Público,0,85,85430,2014,2009-01-01,2014-12-31,N
488,9MS,9MS,BETANIA,Trinidad,Casanare,A,5.5319,-71.6812,DIOSELINO ACOSTA,SAO E.U.,773,1,2000,2030," 1216,000",2013-03-20,,1A,Privado,0,85,85430,2015,2015-01-01,2015-12-31,N
489,9MS,9MS,BETANIA,Trinidad,Casanare,A,5.5319,-71.6812,DIOSELINO ACOSTA,SAO E.U.,397,0,2000,2030," 1216,000",2013-03-20,,1A,Fumigación,0,85,85430,2016,2016-01-01,2100-12-31,S
490,9MT,9MT,AGUAS CLARAS,Sabana de Torres,Santander,A,7.2731,-73.5626,EDGAR MEZA ORTIZ,EDGAR MEZA ORTIZ,161,4,2500,652," 1681,000",2013-04-18,,1A,Fumigación,0,68,68655,2014,2009-01-01,2014-12-31,N
491,9MT,9MT,AGUAS CLARAS,Sabana de Torres,Santander,A,7.2731,-73.5626,EDGAR MEZA ORTIZ,EDGAR MEZA ORTIZ,42,1,2500,652," 1681,000",2013-04-18,,1A,Privado,0,68,68655,2015,2015-01-01,2015-12-31,N
492,9MT,9MT,AGUAS CLARAS,Sabana de Torres,Santander,A,7.2731,-73.5626,EDGAR MEZA ORTIZ,EDGAR MEZA ORTIZ,8,1,2500,652," 1681,000",2013-04-18,,1A,Privado,0,68,68655,2016,2016-01-01,2100-12-31,S
493,9MV,9MV,MARIA JUANA,Aguazul,Casanare,A,5.0054,-72.3959,BLANCA E. BULLA PULIDO,SAAC S.A.S.,950,4,2000,1191," 2137,000",2014-04-25,,1A,Público,0,85,85010,2014,2009-01-01,2014-12-31,N
494,9MV,9MV,MARIA JUANA,Aguazul,Casanare,A,5.0054,-72.3959,BLANCA E. BULLA PULIDO,SAAC S.A.S.,1406,3,2000,1191," 2137,000",2014-04-25,,1A,Fumigación,0,85,85010,2015,2015-01-01,2015-12-31,N
495,9MV,9MV,MARIA JUANA,Aguazul,Casanare,A,5.0054,-72.3959,BLANCA E. BULLA PULIDO,SAAC S.A.S.,2176,2,2000,1191," 2137,000",2014-04-25,,1A,Público,0,85,85010,2016,2016-01-01,2100-12-31,S
496,9MW,9MW,LAS NUBES,Puerto Gaitán,Meta,A,4.2563,-71.7977,AGMO NUBES INVER.S.A.S,AGMO NUBES INVERSIONES,263,30,4500,1030," 1942,000",2013-05-03,2016-05-08,1A,Fumigación,2,50,50568,2014,2009-01-01,2014-12-31,N
497,9MW,9MW,LAS NUBES,Puerto Gaitán,Meta,A,4.2563,-71.7977,AGMO NUBES INVER.S.A.S,AGMO NUBES INVERSIONES,253,35,4500,1030," 1942,000",2013-05-03,2016-05-08,1A,Público,2,50,50568,2015,2015-01-01,2015-12-31,N
498,9MW,9MW,LAS NUBES,Puerto Gaitán,Meta,A,4.2563,-71.7977,AGMO NUBES INVER.S.A.S,AGMO NUBES INVERSIONES,201,43,4500,1030," 1942,000",2013-05-03,2016-05-08,1A,Privado,1,50,50568,2016,2016-01-01,2100-12-31,S
499,9MX,9MX,EL SILENCIO,Paz de Ariporo,Casanare,A,5.7555,-71.6583,PEDRO A. VARGAS BECERRA,AEROTEC LTDA.,960,7,2000,577," 2130,000",2014-04-25,,1A,Fumigación,0,85,85250,2014,2009-01-01,2014-12-31,N
500,9MX,9MX,EL SILENCIO,Paz de Ariporo,Casanare,A,5.7555,-71.6583,PEDRO A. VARGAS BECERRA,AEROTEC LTDA.,1394,6,2000,577," 2130,000",2014-04-25,,1A,Fumigación,0,85,85250,2015,2015-01-01,2015-12-31,N
501,9MX,9MX,EL SILENCIO,Paz de Ariporo,Casanare,A,5.7555,-71.6583,PEDRO A. VARGAS BECERRA,AEROTEC LTDA.,2653,3,2000,577," 2130,000",2014-04-25,,1A,Privado,0,85,85250,2016,2016-01-01,2100-12-31,S
502,9MY,9MY,AFGANISTAN,Paz de Ariporo,Casanare,A,5.886,-71.408,JOSE IVAN CORTES P.,SANDRA PATRICIA YATE,1700,14,2000,577," 2131,000",2014-04-25,2017-05-06,1A,Público,0,85,85250,2014,2009-01-01,2014-12-31,N
503,9MY,9MY,AFGANISTAN,Paz de Ariporo,Casanare,A,5.886,-71.408,JOSE IVAN CORTES P.,SANDRA PATRICIA YATE,1765,22,2000,577," 2131,000",2014-04-25,2017-05-06,1A,Fumigación,0,85,85250,2015,2015-01-01,2015-12-31,N
504,9MY,9MY,AFGANISTAN,Paz de Ariporo,Casanare,A,5.886,-71.408,JOSE IVAN CORTES P.,SANDRA PATRICIA YATE,2265,33,2000,577," 2131,000",2014-04-25,2017-05-06,1A,Privado,0,85,85250,2016,2016-01-01,2100-12-31,S
505,9MZ,9MZ,LA FORTALEZA,Paz de Ariporo,Casanare,A,5.7953,-71.7571,HENRY MARTINEZ C.,FAAC S.A.S.,1594,1,2000,640," 4938,000",2014-09-22,,1A,Público,0,85,85250,2014,2009-01-01,2014-12-31,N
506,9MZ,9MZ,LA FORTALEZA,Paz de Ariporo,Casanare,A,5.7953,-71.7571,HENRY MARTINEZ C.,FAAC S.A.S.,2439,1,2000,640," 4938,000",2014-09-22,,1A,Aerocivil,0,85,85250,2015,2015-01-01,2015-12-31,N
507,9MZ,9MZ,LA FORTALEZA,Paz de Ariporo,Casanare,A,5.7953,-71.7571,HENRY MARTINEZ C.,FAAC S.A.S.,4291,1,2000,640," 4938,000",2014-09-22,,1A,Privado,0,85,85250,2016,2016-01-01,2100-12-31,S
508,9NA,9NA,LOS GUIRES,Hato Corozal,Casanare,A,6.1853,-71.521,EDISON DELGADO,FAAC S.A.S.,1091,18,2000,538," 4938,000",2014-09-22,,1A,Fumigación,0,85,85125,2014,2009-01-01,2014-12-31,N
509,9NA,9NA,LOS GUIRES,Hato Corozal,Casanare,A,6.1853,-71.521,EDISON DELGADO,FAAC S.A.S.,1984,26,2000,538," 4938,000",2014-09-22,,1A,Privado,0,85,85125,2015,2015-01-01,2015-12-31,N
510,9NA,9NA,LOS GUIRES,Hato Corozal,Casanare,A,6.1853,-71.521,EDISON DELGADO,FAAC S.A.S.,2441,50,2000,538," 4938,000",2014-09-22,,1A,Aerocivil,0,85,85125,2016,2016-01-01,2100-12-31,S
511,9NB,9NB,LAS PALMAS,La Gloria,Cesar,A,8.5803,-73.6619,NAVIAGRI - NAVILOG S.A.,CELTA LTDA.,861,20,2500,554," 5531,000",2014-11-11,,1A,Fumigación,0,20,20383,2014,2009-01-01,2014-12-31,N
512,9NB,9NB,LAS PALMAS,La Gloria,Cesar,A,8.5803,-73.6619,NAVIAGRI - NAVILOG S.A.,CELTA LTDA.,549,25,2500,554," 5531,000",2014-11-11,,1A,Aerocivil,0,20,20383,2015,2015-01-01,2015-12-31,N
513,9NB,9NB,LAS PALMAS,La Gloria,Cesar,A,8.5803,-73.6619,NAVIAGRI - NAVILOG S.A.,CELTA LTDA.,438,40,2500,554," 5531,000",2014-11-11,,1A,Privado,0,20,20383,2016,2016-01-01,2100-12-31,S
514,9NC,9NC,LA DALIA,Arauca,Arauca,A,6.9687,-70.962,HORACIO E. MARTINEZ G.,HORACIO E. MARTINEZ G.,1220,20,2500,390,"  438,000",2015-02-27,2018-03-03,1A,Privado,0,81,81001,2015,2009-01-01,2015-12-31,N
515,9NC,9NC,LA DALIA,Arauca,Arauca,A,6.9687,-70.962,HORACIO E. MARTINEZ G.,HORACIO E. MARTINEZ G.,1331,21,2500,390,"  438,000",2015-02-27,2018-03-03,1A,Público,0,81,81001,2016,2016-01-01,2100-12-31,S
516,9ND,9ND,VILLA VERONICA,Trinidad,Casanare,A,5.3884,-71.5896,CRISTINA I. GONZALEZ,TAES LTDA.,739,5,2000,564,"  120,000",2015-01-21,2018-03-06,1A,Fumigación,0,85,85430,2015,2009-01-01,2015-12-31,N
517,9ND,9ND,VILLA VERONICA,Trinidad,Casanare,A,5.3884,-71.5896,CRISTINA I. GONZALEZ,TAES LTDA.,2,2,2000,564,"  120,000",2015-01-21,2018-03-06,1A,Público,0,85,85430,2016,2016-01-01,2100-12-31,S
518,9NE,9NE,SAN CARLOS - CA,Tuluá,Valle del Cauca,A,4.0588,-76.2704,MAYAGUEZ S.A.,MAYAGUEZ S.A.,349,10,500,3320,"  620,000",2015-03-19,,1A,Privado,0,76,76834,2015,2009-01-01,2015-12-31,N
519,9NE,9NE,SAN CARLOS - CA,Tuluá,Valle del Cauca,A,4.0588,-76.2704,MAYAGUEZ S.A.,MAYAGUEZ S.A.,436,7,500,3320,"  620,000",2015-03-19,,1A,Aerocivil,0,76,76834,2016,2016-01-01,2100-12-31,S
520,9NF,9NF,RENSO,Trinidad,Casanare,A,5.2417,-71.1909,MARTHA L. PAN A.,TAES LTDA.,517,13,2000,432,"  692,000",2015-03-31,,1A,Aerocivil,0,85,85430,2015,2009-01-01,2015-12-31,N
521,9NF,9NF,RENSO,Trinidad,Casanare,A,5.2417,-71.1909,MARTHA L. PAN A.,TAES LTDA.,88,24,2000,432,"  692,000",2015-03-31,,1A,Privado,0,85,85430,2016,2016-01-01,2100-12-31,S
